Default,1,NA
1,Obj,Default,0,0,0,0,0,0,0,0,0,1,1,1
1,Default,1000,0,0,0,0,180,180,180,3,3,3
1,Default,1010,0,0,0,0,360,360,360,5,5,5
1,Default,1020,0,0,0,0,540,540,540,3,3,3
1,Default,1030,0,0,0,0,720,720,720,1,1,1
1,Default,1040,0,0,0,0,540,540,540,3,3,3
1,Default,1050,0,0,0,0,360,360,360,5,5,5
1,Default,1060,0,0,0,0,180,180,180,3,3,3
1,Default,1070,0,0,0,0,360,360,360,5,5,5
1,Default,1080,0,0,0,0,540,540,540,3,3,3
1,Default,1090,0,0,0,0,720,720,720,1,1,1
1,Default,1100,0,0,0,0,540,540,540,3,3,3
1,Default,1110,0,0,0,0,360,360,360,5,5,5
1,Default,1120,0,0,0,0,180,180,180,3,3,3
1,Default,1130,0,0,0,0,360,360,360,5,5,5
1,Default,1140,0,0,0,0,540,540,540,3,3,3
1,Default,1150,0,0,0,0,720,720,720,1,1,1
1,Default,1160,0,0,0,0,540,540,540,3,3,3
1,Default,1170,0,0,0,0,360,360,360,5,5,5
1,Default,1180,0,0,0,0,180,180,180,3,3,3
1,Default,1190,0,0,0,0,360,360,360,5,5,5
1,Default,1200,0,0,0,0,540,540,540,3,3,3
1,Default,1210,0,0,0,0,720,720,720,1,1,1
1,Default,1220,0,0,0,0,540,540,540,3,3,3
1,Default,1230,0,0,0,0,360,360,360,5,5,5
1,Default,1240,0,0,0,0,180,180,180,3,3,3
1,Default,1250,0,0,0,0,360,360,360,5,5,5
1,Default,1260,0,0,0,0,540,540,540,3,3,3
1,Default,1270,0,0,0,0,720,720,720,1,1,1
1,Default,1280,0,0,0,0,540,540,540,3,3,3
1,Default,1290,0,0,0,0,360,360,360,5,5,5
1,Default,1300,0,0,0,0,180,180,180,3,3,3
1,Default,1310,0,0,0,0,360,360,360,5,5,5
1,Default,1320,0,0,0,0,540,540,540,3,3,3
1,Default,1330,0,0,0,0,720,720,720,1,1,1
1,Default,1340,0,0,0,0,540,540,540,3,3,3
1,Default,1350,0,0,0,0,360,360,360,5,5,5
1,Default,1360,0,0,0,0,180,180,180,3,3,3
1,Default,1370,0,0,0,0,360,360,360,5,5,5
1,Default,1380,0,0,0,0,540,540,540,3,3,3
1,Default,1390,0,0,0,0,720,720,720,1,1,1
1,Default,1400,0,0,0,0,540,540,540,3,3,3
1,Default,1410,0,0,0,0,360,360,360,5,5,5
1,Default,1420,0,0,0,0,180,180,180,3,3,3
1,Default,1430,0,0,0,0,360,360,360,5,5,5
1,Default,1440,0,0,0,0,540,540,540,3,3,3
1,Default,1450,0,0,0,0,720,720,720,1,1,1
1,Default,1460,0,0,0,0,540,540,540,3,3,3
1,Default,1470,0,0,0,0,360,360,360,5,5,5
1,Default,1480,0,0,0,0,180,180,180,3,3,3
1,Default,1490,0,0,0,0,360,360,360,5,5,5
1,Default,1500,0,0,0,0,540,540,540,3,3,3
1,Default,1510,0,0,0,0,720,720,720,1,1,1
1,Default,1520,0,0,0,0,540,540,540,3,3,3
1,Default,1530,0,0,0,0,360,360,360,5,5,5
1,Default,1540,0,0,0,0,180,180,180,3,3,3
1,Default,1550,0,0,0,0,360,360,360,5,5,5
1,Default,1560,0,0,0,0,540,540,540,3,3,3
1,Default,1570,0,0,0,0,720,720,720,1,1,1
1,Default,1580,0,0,0,0,540,540,540,3,3,3
1,Default,1590,0,0,0,0,360,360,360,5,5,5
1,Default,1600,0,0,0,0,180,180,180,3,3,3
1,Default,1610,0,0,0,0,360,360,360,5,5,5
1,Default,1620,0,0,0,0,540,540,540,3,3,3
1,Default,1630,0,0,0,0,720,720,720,1,1,1
1,Default,1640,0,0,0,0,540,540,540,3,3,3
1,Default,1650,0,0,0,0,360,360,360,5,5,5
1,Default,1660,0,0,0,0,180,180,180,3,3,3
1,Default,1670,0,0,0,0,360,360,360,5,5,5
1,Default,1680,0,0,0,0,540,540,540,3,3,3
1,Default,1690,0,0,0,0,720,720,720,1,1,1
1,Default,1700,0,0,0,0,540,540,540,3,3,3
1,Default,1710,0,0,0,0,360,360,360,5,5,5
1,Default,1720,0,0,0,0,180,180,180,3,3,3
1,Default,1730,0,0,0,0,360,360,360,5,5,5
1,Default,1740,0,0,0,0,540,540,540,3,3,3
1,Default,1750,0,0,0,0,720,720,720,1,1,1
1,Default,1760,0,0,0,0,540,540,540,3,3,3
1,Default,1770,0,0,0,0,360,360,360,5,5,5
1,Default,1780,0,0,0,0,180,180,180,3,3,3
1,Default,1790,0,0,0,0,360,360,360,5,5,5
1,Default,1800,0,0,0,0,540,540,540,3,3,3
1,Default,1810,0,0,0,0,720,720,720,1,1,1
1,Default,1820,0,0,0,0,540,540,540,3,3,3
1,Default,1830,0,0,0,0,360,360,360,5,5,5
1,Default,1840,0,0,0,0,180,180,180,3,3,3
1,Default,1850,0,0,0,0,360,360,360,5,5,5
1,Default,1860,0,0,0,0,540,540,540,3,3,3
1,Default,1870,0,0,0,0,720,720,720,1,1,1
1,Default,1880,0,0,0,0,540,540,540,3,3,3
1,Default,1890,0,0,0,0,360,360,360,5,5,5
1,Default,1900,0,0,0,0,180,180,180,3,3,3
1,Default,1910,0,0,0,0,360,360,360,5,5,5
1,Default,1920,0,0,0,0,540,540,540,3,3,3
1,Default,1930,0,0,0,0,720,720,720,1,1,1
1,Default,1940,0,0,0,0,540,540,540,3,3,3
1,Default,1950,0,0,0,0,360,360,360,5,5,5
1,Default,1960,0,0,0,0,180,180,180,3,3,3
1,Default,1970,0,0,0,0,360,360,360,5,5,5
1,Default,1980,0,0,0,0,540,540,540,3,3,3
1,Default,1990,0,0,0,0,720,720,720,1,1,1
1,Default,2000,0,0,0,0,540,540,540,3,3,3
1,Default,2010,0,0,0,0,360,360,360,5,5,5
1,Default,2020,0,0,0,0,180,180,180,3,3,3
1,Default,2030,0,0,0,0,360,360,360,5,5,5
1,Default,2040,0,0,0,0,540,540,540,3,3,3
1,Default,2050,0,0,0,0,720,720,720,1,1,1
1,Default,2060,0,0,0,0,540,540,540,3,3,3
1,Default,2070,0,0,0,0,360,360,360,5,5,5
1,Default,2080,0,0,0,0,180,180,180,3,3,3
1,Default,2090,0,0,0,0,360,360,360,5,5,5
1,Default,2100,0,0,0,0,540,540,540,3,3,3
1,Default,2110,0,0,0,0,720,720,720,1,1,1
1,Default,2120,0,0,0,0,540,540,540,3,3,3
1,Default,2130,0,0,0,0,360,360,360,5,5,5
1,Default,2140,0,0,0,0,180,180,180,3,3,3
1,Default,2150,0,0,0,0,360,360,360,5,5,5
1,Default,2160,0,0,0,0,540,540,540,3,3,3
1,Default,2170,0,0,0,0,720,720,720,1,1,1
1,Default,2180,0,0,0,0,540,540,540,3,3,3
1,Default,2190,0,0,0,0,360,360,360,5,5,5
1,Default,2200,0,0,0,0,180,180,180,3,3,3
1,Default,2210,0,0,0,0,360,360,360,5,5,5
1,Default,2220,0,0,0,0,540,540,540,3,3,3
1,Default,2230,0,0,0,0,720,720,720,1,1,1
1,Default,2240,0,0,0,0,540,540,540,3,3,3
1,Default,2250,0,0,0,0,360,360,360,5,5,5
1,Default,2260,0,0,0,0,180,180,180,3,3,3
1,Default,2270,0,0,0,0,360,360,360,5,5,5
1,Default,2280,0,0,0,0,540,540,540,3,3,3
1,Default,2290,0,0,0,0,720,720,720,1,1,1
1,Default,2300,0,0,0,0,540,540,540,3,3,3
1,Default,2310,0,0,0,0,360,360,360,5,5,5
1,Default,2320,0,0,0,0,180,180,180,3,3,3
1,Default,2330,0,0,0,0,360,360,360,5,5,5
1,Default,2340,0,0,0,0,540,540,540,3,3,3
1,Default,2350,0,0,0,0,720,720,720,1,1,1
1,Default,2360,0,0,0,0,540,540,540,3,3,3
1,Default,2370,0,0,0,0,360,360,360,5,5,5
1,Default,2380,0,0,0,0,180,180,180,3,3,3
1,Default,2390,0,0,0,0,360,360,360,5,5,5
1,Default,2400,0,0,0,0,540,540,540,3,3,3
1,Default,2410,0,0,0,0,720,720,720,1,1,1
1,Default,2420,0,0,0,0,540,540,540,3,3,3
1,Default,2430,0,0,0,0,360,360,360,5,5,5
1,Default,2440,0,0,0,0,180,180,180,3,3,3
1,Default,2450,0,0,0,0,360,360,360,5,5,5
1,Default,2460,0,0,0,0,540,540,540,3,3,3
1,Default,2470,0,0,0,0,720,720,720,1,1,1
1,Default,2480,0,0,0,0,540,540,540,3,3,3
1,Default,2490,0,0,0,0,360,360,360,5,5,5
1,Default,2500,0,0,0,0,180,180,180,3,3,3
1,Default,2510,0,0,0,0,360,360,360,5,5,5
1,Default,2520,0,0,0,0,540,540,540,3,3,3
1,Default,2530,0,0,0,0,720,720,720,1,1,1
1,Default,2540,0,0,0,0,540,540,540,3,3,3
1,Default,2550,0,0,0,0,360,360,360,5,5,5
1,Default,2560,0,0,0,0,180,180,180,3,3,3
1,Default,2570,0,0,0,0,360,360,360,5,5,5
1,Default,2580,0,0,0,0,540,540,540,3,3,3
1,Default,2590,0,0,0,0,720,720,720,1,1,1
1,Default,2600,0,0,0,0,540,540,540,3,3,3
1,Default,2610,0,0,0,0,360,360,360,5,5,5
1,Default,2620,0,0,0,0,180,180,180,3,3,3
1,Default,2630,0,0,0,0,360,360,360,5,5,5
1,Default,2640,0,0,0,0,540,540,540,3,3,3
1,Default,2650,0,0,0,0,720,720,720,1,1,1
1,Default,2660,0,0,0,0,540,540,540,3,3,3
1,Default,2670,0,0,0,0,360,360,360,5,5,5
1,Default,2680,0,0,0,0,180,180,180,3,3,3
1,Default,2690,0,0,0,0,360,360,360,5,5,5
1,Default,2700,0,0,0,0,540,540,540,3,3,3
1,Default,2710,0,0,0,0,720,720,720,1,1,1
1,Default,2720,0,0,0,0,540,540,540,3,3,3
1,Default,2730,0,0,0,0,360,360,360,5,5,5
1,Default,2740,0,0,0,0,180,180,180,3,3,3
1,Default,2750,0,0,0,0,360,360,360,5,5,5
1,Default,2760,0,0,0,0,540,540,540,3,3,3
1,Default,2770,0,0,0,0,720,720,720,1,1,1
1,Default,2780,0,0,0,0,540,540,540,3,3,3
1,Default,2790,0,0,0,0,360,360,360,5,5,5
1,Default,2800,0,0,0,0,180,180,180,3,3,3
1,Default,2810,0,0,0,0,360,360,360,5,5,5
1,Default,2820,0,0,0,0,540,540,540,3,3,3
1,Default,2830,0,0,0,0,720,720,720,1,1,1
1,Default,2840,0,0,0,0,540,540,540,3,3,3
1,Default,2850,0,0,0,0,360,360,360,5,5,5
1,Default,2860,0,0,0,0,180,180,180,3,3,3
1,Default,2870,0,0,0,0,360,360,360,5,5,5
1,Default,2880,0,0,0,0,540,540,540,3,3,3
1,Default,2890,0,0,0,0,720,720,720,1,1,1
1,Default,2900,0,0,0,0,540,540,540,3,3,3
1,Default,2910,0,0,0,0,360,360,360,5,5,5
1,Default,2920,0,0,0,0,180,180,180,3,3,3
1,Default,2930,0,0,0,0,360,360,360,5,5,5
1,Default,2940,0,0,0,0,540,540,540,3,3,3
1,Default,2950,0,0,0,0,720,720,720,1,1,1
1,Default,2960,0,0,0,0,540,540,540,3,3,3
1,Default,2970,0,0,0,0,360,360,360,5,5,5
1,Default,2980,0,0,0,0,180,180,180,3,3,3
1,Default,2990,0,0,0,0,360,360,360,5,5,5
1,Default,3000,0,0,0,0,540,540,540,3,3,3
1,Default,3010,0,0,0,0,720,720,720,1,1,1
1,Default,3020,0,0,0,0,540,540,540,3,3,3
1,Default,3030,0,0,0,0,360,360,360,5,5,5
1,Default,3040,0,0,0,0,180,180,180,3,3,3
